0, 0 0 -1 0 1 -1 -1 -2 -3 -3 -5;
1, 0 0 -1 0 1 1;
2, 0 1 0 1 3 1 -1;
3, 0 1 0 -1 -2 -4 -2 -2;
4, 0 1;
5, 0 1 0 -1 -2 -4 -5 -5;
6, 0 1 0;
7, 0 1 0 0 -1 0 -1 -3;
8, 0 1 0 1 2 0;
9, 0 1 0 -1 -2 -4 -5 -5;
10, 0 2 1;
11, 0 -1 -2 0 0;
12, 0 -1 -2 -1 1 3 5;
13, 0 2;
14, 0 -1;
15, 0 -1;
16, 0 -2;
17, 0 2 0 0 -2;
18, 0 -2 0;
19, 0 -2 -4;
20, 0 -2 -2;
21, 0 -1 -3 -3 -1 -3 -3;
22, 0 2 0 0;
23, 0 -2 -3 -1 -3 -5 -6 -8;
24, 0 0;
25, 0 2 4 5;
26, 0 2;
27, 0 -1 0 1 1 1 0 -1 -2;
28, 0 -1 0 1 1 0 -1 -2;
29, 0 -1 -2 -3;
30, 0 -2;
31, 0 0;
32, 0 -1 -2 -4 -5 -6 -6;
33, 0 0 2 4;
34, 0 -1 -2 -2 -4 -5 -6 -6 -4 -4 -2 -2 -3 -3;
35, 0 -1 0 0 -1 -1 -2;
36, 0 0;
37, 0 -1 -1;
38, 0 2 2;
39, 0 0 0;
40, 0 1 2 2 2 4 3 1 -1 -1;
41, 0 2 0 -1 -3 -4 -2 -4 -3 -3 -4 -2 -1 0 0 2 3 1 0 0;
42, 0 -2 -1 0 1 2 3;
43, 0 1 0 -2;
44, 0 0;
45, 0 1 3 5 7;
46, 0 -1 -2 0;
47, 0 1 0 -2;
48, 0 0;
49, 0 1 3 5 7;
50, 0 -1 -2 0;
51, 0 1 1;
52, 0 0;
53, 0 -1 -2 -4 -6 -4 -5;
54, 0 2 2;
