95, -46.293934 13.989199 7.577104 3.591421 -0.923459 2.453564 -0.334247 1.006657 -1.231602 0.728391 -0.423149 0.635758 -0.04917 0.629628 -0.101976 0.465005 -0.203833 0.445243 -0.030887 0.431492 -0.079873 0.336508 0.089852 0.326961;
96, -59.190453 6.490921 2.450045 1.637102 -0.928738 1.453714 0.039535 0.922672 -1.097995 1.049959 -0.739431 0.78385 -0.393852 0.745994 -0.234412 0.641584 -0.027914 0.338261 -0.172565 0.381609 0.019082 0.293015 0.278145 0.367022;
97, -62.99115 3.84773 2.405465 1.726833 0.413936 0.73663 -0.096357 0.630085 -1.137882 0.839679 -1.081788 0.720135 -0.827645 0.597897 -0.666867 0.582208 -0.202649 0.351898 -0.011871 0.222725 0.198947 0.275121 0.353484 0.327207;
98, -61.23917 3.848207 3.289943 1.523575 0.263177 0.681096 -0.434755 0.873852 -1.434547 0.7403 -1.126286 0.624608 -0.859973 0.585514 -0.8871 0.599874 -0.352112 0.412527 -0.082844 0.267071 0.222915 0.26408 0.440157 0.284125;
99, -63.403152 3.142669 2.27801 1.267473 0.532869 0.628827 0.009065 0.522668 -1.132234 0.784093 -1.086172 0.66927 -0.874005 0.58294 -0.747739 0.572393 -0.186643 0.304056 -0.019044 0.212375 0.222623 0.239589 0.385184 0.339537;
100, -63.400486 3.513406 2.72391 1.769584 0.73649 0.565496 -0.266154 0.365245 -1.033983 0.729106 -1.039362 0.707621 -0.867792 0.636162 -0.73303 0.571838 -0.367817 0.326124 -0.0423 0.170572 0.266107 0.303837 0.34281 0.3594;
101, -63.625877 4.029024 2.010686 1.361045 0.490106 0.685241 0.050183 0.526167 -1.053678 0.870993 -0.951271 0.707121 -0.8444 0.617984 -0.746398 0.631092 -0.199897 0.28612 -0.012298 0.25813 0.274148 0.238692 0.364435 0.340137;
102, -63.395443 3.076023 2.836717 1.717233 0.720448 0.56608 -0.510648 0.556197 -1.15645 0.713525 -1.031997 0.654008 -0.827934 0.606543 -0.673632 0.550845 -0.344739 0.374083 -0.027406 0.198117 0.286517 0.226809 0.328792 0.261373;
103, -64.419846 2.111664 2.186005 1.314125 0.798859 0.476172 -0.111025 0.308957 -0.919367 0.577236 -0.946592 0.611671 -0.834715 0.572154 -0.680534 0.462942 -0.243594 0.255627 0.056009 0.140729 0.313089 0.201321 0.344757 0.221887;
104, -64.579987 3.144878 2.058957 1.830217 0.554929 0.45826 -0.297559 0.564764 -0.734421 0.736227 -0.656712 0.573376 -0.536098 0.502751 -0.453961 0.478694 -0.265682 0.352369 -0.048521 0.213135 0.200567 0.267913 0.237885 0.301016;
105, -64.781052 2.249693 1.713506 1.201183 0.598642 0.448002 0.072559 0.358215 -0.825865 0.605543 -0.788414 0.605246 -0.647242 0.539365 -0.63089 0.549525 -0.128599 0.239561 0.113071 0.129982 0.253601 0.241729 0.356068 0.286015;
106, -64.892937 2.370432 1.791867 1.31329 0.50646 0.481533 -0.156082 0.382648 -0.685791 0.608521 -0.663952 0.543284 -0.517164 0.44052 -0.462738 0.42918 -0.223483 0.266509 -0.006223 0.169585 0.21104 0.206818 0.293602 0.274413;
107, -64.037857 2.896593 1.277771 0.814181 0.157403 0.474447 0.498744 0.668906 -1.039668 0.891806 -0.901905 0.659231 -0.51525 0.507919 -0.645017 0.576168 0.002308 0.217134 0.079512 0.163896 0.097086 0.186486 0.405211 0.33624;
108, -64.135361 2.080367 1.786783 0.792619 0.212864 0.455533 -0.055692 0.480678 -0.848708 0.606044 -0.849996 0.583521 -0.623413 0.500163 -0.62937 0.485886 -0.233068 0.270748 -0.013784 0.19321 0.142946 0.187081 0.366054 0.259413;
